"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4,X16601,C3,X16602,C2,X16599,C1)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4,X91589417,C3,X91590927,C2,X91588007,C1)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.5,X14834,C1,X14835,C4)}","I am perfectly happy with my standard of living {sumax(X91583243,C4,X91591993,C3,X91592876,C2,X91586625,C1)}","Politics {sumax(X61206,C1,X61209,C2,X61208,C3,X61210,C4,X61207,C5)}"
85001W85BZDWM88,78,78,1,34,3,1,4,3
85001W85BZWMUW4,180,60,4,174,3,4,3,3
85001W85C1JVDA9,88,22,2,87,1,1,1,4
85001W85C2CMBCE,853,429,4,112,1,1,4,2
85001W85C2NXA82,99,99,3,87,3,4,3,3
85001W85C2ZXMQJ,73,24,3,14,1,4,4,2
85001W85C441E9T,83,41,2,137,3,4,3,5
85001W85C4PGB99,623,208,1,137,4,1,4,3
85001W85C65BP4X,70,23,4,137,2,4,2,4
85001W85C9BD51F,457,228,2,87,2,4,3,3
85001W85CAJAM2X,697,351,4,4,2,4,3,5
85001W85CB1FAN8,200,101,4,54,3,1,3,5
85001W85CD1P5N1,569,285,3,67,3,1,3,5
85001W85CEDR9PP,641,320,3,224,3,1,2,2
85001W85CEE2JAQ,231,116,1,4,4,1,4,3
85001W85CEFB88S,237,119,3,112,2,4,4,5
85001W85CFQD3YA,70,70,2,174,3,2,3,3
85001W85CJXAWQ1,70,23,2,67,1,1,2,4
85001W85CK5C3YH,151,50,2,34,2,4,2,1
85001W85CMR8BEF,286,142,1,87,3,1,3,4
85001W85CNZ9G42,70,36,4,67,2,4,4,4
85001W85CP44NEF,92,92,4,67,2,4,4,3
85001W85CS3XVNB,306,153,2,174,2,2,2,2
85001W85CTXP2ES,84,41,3,137,4,1,2,3
85001W85CUKB76J,251,84,2,87,2,1,3,3
85001W85CV9GMT9,111,56,3,137,2,4,3,4
85001W85CVB7SJ9,114,57,2,174,3,2,3,1
85001W85CX23KC1,399,200,1,24,3,2,3,5
85001W85CY6WW74,181,91,3,137,3,4,3,4
85001W85CYH42SH,109,54,1,87,2,1,1,1
85001W85CZ1B81T,683,344,1,174,2,4,2,5
85001W85CZ7DEVE,410,103,1,4,3,4,3,2
85001W85CZNWWK4,173,173,2,4,3,4,2,3
85001W85CZW858T,463,233,4,500,1,4,3,1
85001W85D19VAYX,314,156,3,112,3,4,3,4
85001W85D267VNE,568,190,3,67,3,1,4,3
85001W85D2QJ2N5,78,26,2,44,2,1,3,3
85001W85D3CTE32,256,127,1,112,1,4,3,3
85001W85D3JYUFC,78,39,2,87,3,1,3,2
85001W85D4NPVP6,135,134,1,87,2,1,3,3
85001W85D5B9MKY,478,160,3,67,3,1,3,2
85001W85D73GTTY,417,208,1,67,1,2,3,3
85001W85D7MFX73,151,150,2,112,3,4,3,3
85001W85D9V2FVR,75,38,3,44,3,1,3,2
85001W85D9ZFNBA,444,223,3,54,2,4,3,3
85001W85DA3MHS4,893,896,2,44,1,4,3,1
85001W85DAZV3E2,1102,221,4,4,3,4,3,2
85001W85DB289BW,882,440,4,224,2,4,4,2
85001W85DDNSF88,648,325,3,299,2,1,4,5
85001W85DE1PK1G,257,64,2,174,2,1,3,2
85001W85DFDA1JZ,859,432,1,34,3,2,3,1
85001W85DHY1DA5,902,450,2,224,2,1,2,1
85001W85DJPS2WQ,187,188,4,14,1,1,3,2
85001W85DK7RJY3,588,295,4,299,4,4,4,5
85001W85DKESHF3,446,148,2,54,1,1,2,3
85001W85DPQ4BYV,252,126,2,34,3,4,2,4
85001W85DTTNEE1,1152,1157,2,14,2,1,3,3
85001W85DU1PR57,1458,484,3,44,1,4,1,5
85001W85DWCP7SH,273,68,3,174,3,1,2,5
85001W85DYSSW97,70,36,4,112,3,2,3,1
85001W85DYZ57GW,174,174,2,44,2,1,2,2
85001W85DYZC9G5,94,47,2,87,2,1,3,3
85001W85DZG31DA,710,354,4,174,1,1,4,5
85001W85E1UAYZR,374,187,3,112,1,1,1,3
85001W85E27GDNC,560,558,3,500,2,4,4,2
85001W85E2ZGE7G,90,90,2,44,1,4,4,3
85001W85E3C6KJA,198,66,3,87,3,2,2,3
85001W85E3F65E1,205,103,3,54,2,2,3,3
85001W85E4PNNRF,166,165,1,137,1,4,3,3
85001W85E5D8S8C,112,55,4,137,2,1,3,5
85001W85E6KB12Y,239,121,2,67,2,4,2,2
85001W85E6KFW1R,458,230,4,54,3,4,3,4
85001W85E6R5MUR,1757,441,3,224,2,4,3,3
85001W85E7Z41X9,109,55,4,34,3,4,4,2
85001W85E83BUCP,207,52,3,174,3,1,3,5
85001W85E8HEND4,281,95,3,174,2,4,4,3
85001W85E8KFAZU,183,92,3,137,2,4,3,2
85001W85E8QEEBH,426,213,4,224,4,4,4,3
85001W85E8U1X7D,421,211,3,112,2,4,4,2
85001W85EABGX6N,484,243,1,67,1,1,4,3
85001W85EARJ4QR,70,35,4,34,3,1,4,3
85001W85ED9SA4M,435,217,2,87,2,4,3,2
85001W85EDAP1VS,749,251,2,174,2,4,3,2
85001W85EDKJ21N,988,246,2,112,3,4,3,3
85001W85EDT7D3E,346,348,4,112,3,4,3,1
85001W85EENE4TK,2877,956,2,87,3,4,4,4
85001W85EFP168K,221,111,3,224,2,4,3,2
85001W85EFV9EH6,299,149,2,224,2,1,2,3
85001W85EHTS523,340,171,3,44,3,2,3,3
85001W85EK4GQVW,240,47,3,174,2,4,3,4
85001W85EN5K6J7,303,61,3,87,1,1,3,4
85001W85ENCXM64,382,96,4,137,2,1,3,3
85001W85EP8UMFY,591,297,2,54,3,4,3,3
85001W85EPVPY5U,168,84,3,174,2,4,4,3
85001W85EQKY121,105,105,4,4,2,1,3,3
85001W85ER2VYAT,259,260,3,24,2,4,4,4
85001W85ERY35PW,70,35,3,67,2,4,3,1
85001W85ETFB15N,260,87,1,424,2,2,2,2
85001W85EU8F22A,189,95,1,224,3,4,3,4
85001W85EVK4CJC,93,46,2,299,3,1,4,5
85001W85EVXD4HH,251,250,4,112,3,4,3,4
85001W85EW36W5X,218,110,2,424,3,1,4,2
85001W85EY3K7EQ,693,346,4,174,3,2,4,4
85001W85F2F4BGB,303,302,3,112,4,4,2,4
85001W85F3W395J,494,492,4,224,3,4,3,2
85001W85F5BTPUG,288,96,4,14,3,1,4,2
85001W85F7TWQJ4,70,23,1,67,1,2,3,3
85001W85F8KCZ7H,354,177,2,424,2,2,2,2
85001W85F8N9618,174,87,3,299,3,1,2,5
85001W85F98CNAX,633,211,3,112,1,1,3,4
85001W85F9C3XVX,146,73,2,24,4,4,3,3
85001W85FBZCDD8,391,197,2,299,3,1,4,4
85001W85FCG4GQ4,3214,1074,3,14,2,1,4,1
85001W85FDJMDA1,292,146,3,54,3,2,4,2
85001W85FDNM8TZ,302,301,3,112,3,1,3,2
85001W85FE51GGR,2253,749,4,299,1,1,4,4
85001W85FERAW7G,418,208,3,224,4,1,2,4
85001W85FFCM784,246,124,2,54,3,4,2,3
85001W85FFU4PHF,502,504,1,67,2,1,2,3
85001W85FG1W84J,271,272,3,137,3,4,3,1
85001W85FGM9BU7,75,75,1,87,3,1,3,3
85001W85FGV823S,78,78,2,67,2,4,3,2
85001W85FH2K5MC,796,793,2,44,3,4,4,3
85001W85FM4JWAB,310,78,3,54,2,4,4,4
85001W85FQAGJ6S,262,131,3,112,2,1,3,3
85001W85FQXQY22,406,203,2,112,2,4,3,3
85001W85FSBE163,224,225,1,67,1,4,4,3
85001W85FTG23FP,772,384,3,224,4,1,2,4
85001W85FV72NEG,192,192,2,4,3,4,3,2
85001W85FVF3APF,173,42,2,112,2,4,3,3
85001W85FZWY5AB,89,44,4,87,4,4,3,3
85001W85G1VM7BE,1184,595,2,112,2,1,4,3
85001W85G4WCGZZ,159,80,2,137,2,4,3,2
85001W85G4WSWJT,81,42,3,44,3,4,3,3
85001W85G564DGC,1353,450,2,299,3,4,3,5
85001W85G59UV78,380,190,2,87,2,4,4,2
85001W85G5JZX5N,216,109,2,44,3,4,3,4
85001W85G6ATU59,439,219,4,424,2,4,4,3
85001W85G8MQBB3,244,123,2,112,2,2,3,1
85001W85G8WGK4X,1422,714,2,224,3,1,4,2
85001W85GC2GS48,148,49,2,174,3,1,3,3
85001W85GD79SAQ,126,63,2,87,2,4,4,2
85001W85GECYPD9,196,98,2,137,2,4,3,3
85001W85GGY56UN,70,35,1,137,3,1,3,5
85001W85GKJ5KCW,339,114,4,24,3,1,3,3
85001W85GN61D1Z,511,257,4,24,3,1,3,4
85001W85GNN9H96,579,145,4,54,3,1,2,3
85001W85GPXBNB3,221,111,2,299,3,4,3,4
85001W85GQ7GXQT,387,98,2,87,1,4,2,3
85001W85GRV8KR9,490,244,4,224,2,2,4,3
85001W85GSBD753,70,36,3,4,2,4,3,2
85001W85GTC11E6,756,759,2,299,2,1,2,4
85001W85GV3FCB6,120,60,1,174,2,4,2,5
85001W85GWM7JMT,146,73,3,54,2,4,3,1
85001W85GXNYXA6,353,177,2,174,2,1,3,5
85001W85GXP71PJ,586,196,2,174,2,1,3,2
85001W85GYCP9VN,134,133,3,44,3,4,3,5
85001W85GYKGZ3Q,649,163,2,224,1,4,3,3
85001W85H37ADT1,114,57,3,137,4,1,2,3
85001W85H3ZRZ84,386,194,4,500,2,1,3,5
85001W85H572Z48,80,41,3,224,3,4,3,2
85001W85H6NSHUF,240,120,1,112,3,2,3,1
85001W85H7TSNC2,435,434,3,34,1,4,1,5
85001W85H854XYH,221,74,2,174,3,1,3,5
85001W85H8M4DHW,200,101,3,87,4,1,3,2
85001W85H9YVYNY,1268,425,3,174,3,1,3,3
85001W85HBRFCS6,158,79,3,137,2,1,3,3
85001W85HCBJH61,407,406,2,87,3,4,3,4
85001W85HFZSB2D,1117,371,3,174,3,1,2,2
85001W85HG2GZHE,318,317,3,112,3,1,3,3
85001W85HHPST7N,635,637,4,137,1,1,4,4
85001W85HKU44V7,128,128,3,14,2,1,4,3
85001W85HM9GCCV,112,55,2,67,3,4,3,4
85001W85HP3N5Z4,210,105,4,299,1,4,3,3
85001W85HPVHXP6,412,206,2,24,4,4,3,2
85001W85HREH57B,123,62,3,44,3,4,3,3
85001W85HRKEDX7,351,177,3,137,4,1,2,4
85001W85HRW1BP3,319,161,2,174,2,4,3,1
85001W85HSNSN27,83,42,3,24,2,2,3,3
85001W85HSZ6NW4,70,35,3,137,4,4,3,3
85001W85HTAQ6TA,425,213,2,224,3,1,4,3
85001W85HTCQV11,216,109,4,34,2,4,4,3
85001W85HUH85J2,70,35,2,87,3,4,3,3
85001W85HV9AAFP,276,277,3,67,2,2,3,3
85001W85HWR1WZP,2210,735,4,224,4,4,2,2
85001W85HY28BKW,199,199,1,44,3,1,4,4
85001W85HZ6EVN6,70,18,3,44,3,1,4,2
85001W85HZE4HR8,283,141,3,112,3,1,1,3
85001W85HZVFQZ5,616,615,4,67,2,4,3,2
85001W85J13Q8HN,320,159,3,174,3,1,3,1
85001W85J1N7MGB,981,984,3,24,2,2,3,3
85001W85J1NTXX8,70,23,1,112,1,4,3,3
85001W85J2B9Y6A,168,84,1,34,2,2,2,2
85001W85J2GGNP8,331,167,3,174,3,1,3,2
85001W85J3C1ZZK,99,49,4,14,3,4,3,3
85001W85J3JC5EK,79,40,3,112,3,4,3,3
85001W85J57W8SC,236,79,4,24,3,2,3,3
85001W85J5WE71T,93,46,2,87,2,4,3,3
85001W85J5WMMHW,70,35,3,4,2,1,2,3
85001W85J6SV8PS,144,72,4,112,4,4,2,4
85001W85J71F58U,1989,499,3,4,2,4,4,5
85001W85J7NDUDW,229,116,3,112,3,1,1,3
85001W85J8FGX3P,533,536,2,112,2,1,3,3
85001W85J8VA4WZ,333,332,1,4,2,2,1,2
85001W85J9KZRZJ,128,26,2,4,4,1,4,3
85001W85J9R2ABV,191,64,3,87,3,1,4,5
85001W85JB442G6,70,35,1,174,3,4,3,3
85001W85JCKUF1G,149,149,4,87,4,1,4,5
85001W85JD175YZ,238,47,3,87,3,2,3,5
85001W85JJ4T3BJ,446,112,3,112,2,1,1,4
85001W85JK5DEJE,2243,746,4,112,1,4,4,3
85001W85JK9H4EJ,1252,416,2,54,4,4,2,3
85001W85JPD6RC3,211,70,4,174,3,2,4,4
85001W85JPT1MFN,312,104,3,137,3,1,1,4
85001W85JQHUV8C,91,45,3,54,2,2,3,3
85001W85JSH7H6V,178,89,2,87,2,2,3,3
85001W85JT6EWJA,437,436,2,24,2,1,3,3
85001W85JUXE7BG,1129,377,2,34,4,1,4,4
85001W85JV43TM1,962,242,2,24,4,2,4,4
85001W85JV7X824,139,70,4,174,3,4,3,2
85001W85JY9DAV3,217,218,3,34,3,2,3,4
85001W85K1V351V,1117,371,4,224,2,1,3,5
85001W85K1W4PMU,113,38,2,87,4,4,2,2
85001W85K2GDUBR,103,51,1,54,3,4,3,4
85001W85K5BNQYW,186,62,1,34,4,1,2,3
85001W85K5GV7QK,423,211,3,14,3,2,4,2
85001W85K64YSG9,263,131,2,4,2,4,3,5
85001W85K65XY9J,409,205,3,44,3,4,3,5
85001W85K6X9M84,139,45,2,174,3,2,4,2
85001W85K93MB9C,70,35,3,4,2,1,2,3
85001W85K9AW3A4,223,222,4,44,3,1,4,2
85001W85K9SJSV5,195,195,1,137,3,1,4,5
85001W85KAFUB84,385,127,3,299,2,4,4,3
85001W85KB2WP7D,93,47,2,54,2,2,3,3
85001W85KFM2FJH,889,221,1,174,1,1,2,4
85001W85KH7AXHZ,1210,203,1,299,3,1,1,4
85001W85KH7N9QF,77,26,4,137,3,2,3,3
85001W85KK4M14F,1413,473,2,137,2,4,3,1
85001W85KRBSJZ2,278,138,2,174,3,2,4,3
85001W85KRMC3WH,140,70,2,112,2,2,3,1
85001W85KRS74BM,253,254,2,299,3,1,3,5
85001W85KRWD9Q1,258,259,2,112,2,1,4,5
85001W85KUT2RWN,131,44,2,24,1,4,3,2
85001W85KUU6UY1,229,228,3,137,2,2,4,4
85001W85KWRN39C,440,219,3,112,3,1,3,2
85001W85KXF898E,700,349,2,87,3,4,3,4
85001W85KXR4UBB,203,203,4,44,3,1,4,3
85001W85KY2KSC5,388,386,3,67,3,4,4,2
85001W85KZU2X6F,523,175,2,112,2,1,2,5
85001W85M1YB7MC,238,120,2,34,3,4,3,1
85001W85M2MWPA1,385,128,4,4,1,4,3,3
85001W85M3Y5SQ4,348,116,3,174,4,2,3,5
85001W85M4TPKY9,492,124,4,174,3,1,3,4
85001W85M5775Z4,735,244,4,112,4,4,2,3
85001W85M5MH8YB,172,86,3,112,1,1,3,3
85001W85M782QVS,445,222,3,174,3,4,3,2
85001W85M8GSZUR,1691,425,3,174,2,1,4,3
85001W85M94A853,475,159,3,67,2,4,2,5
85001W85MBXQC6Q,299,149,3,299,3,4,2,3
85001W85MCG1ZB5,1142,288,4,174,2,4,4,3
85001W85MCZP6ME,469,471,4,67,2,4,3,2
85001W85MEJ74YB,255,256,4,137,1,4,4,2
85001W85MF18PAE,70,70,1,14,4,1,2,1
85001W85MHKJ1EZ,119,60,2,44,2,4,3,1
85001W85MK68M89,578,289,3,34,1,4,3,3
85001W85MK79S5X,139,45,4,224,3,1,4,1
85001W85MM3FC96,97,32,2,4,2,2,3,3
85001W85MN1M342,439,219,4,174,2,4,2,5
85001W85MN8GSQK,880,219,3,112,4,2,3,3
85001W85MNE8G6S,693,346,2,224,4,1,4,3
85001W85MRN5R8G,759,762,2,14,2,4,3,1
85001W85MRQBZ3F,442,111,2,54,2,2,3,3
85001W85MS24TT5,1153,579,1,87,3,1,3,4
85001W85MSC1U32,109,22,4,174,3,4,4,3
85001W85MTQ65EV,202,202,1,54,2,1,1,4
85001W85MUS3B1W,347,117,3,44,3,2,3,4
85001W85MVBNAR5,331,83,2,44,3,1,3,3
85001W85MW4PNHW,287,144,3,137,2,4,3,5
85001W85MXW5VY3,278,94,1,54,3,4,4,3
85001W85MYX7HQY,859,172,3,137,2,1,2,3
85001W85N116Q5W,100,101,3,137,3,4,3,1
85001W85N1DP7HD,188,95,4,4,1,1,3,3
85001W85N1NZ4SE,70,18,1,112,1,4,3,1
85001W85N34RDYG,174,87,2,87,3,4,3,3
85001W85N3M58KW,2074,694,3,112,4,1,3,1
85001W85N4AXEEW,786,263,4,24,3,4,4,3
85001W85N5D2HJ5,2342,336,4,174,3,4,3,5
85001W85N7JUD8J,208,105,4,224,2,2,4,1
85001W85N7UDW4T,803,202,2,174,3,4,3,3
85001W85N8G7YGF,629,158,2,174,3,4,4,4
85001W85NAHC7EY,70,35,4,4,4,1,4,2
85001W85NDNC9JS,87,22,2,112,3,4,3,2
85001W85NEJ9851,519,521,1,14,3,4,3,3
85001W85NF83C7W,234,78,4,44,2,1,3,3
85001W85NFK5MSB,891,445,3,174,3,1,3,5
85001W85NFSK8TC,138,137,3,4,2,1,4,2
85001W85NG23R8C,841,210,3,67,3,4,3,3
85001W85NGCU6ST,397,132,1,67,1,2,3,2
85001W85NGJPWC2,602,300,4,174,3,4,3,3
85001W85NHQY47P,141,35,1,137,3,1,3,5
85001W85NJ62PQA,233,78,1,112,3,1,3,4
85001W85NJZ63VJ,454,228,3,67,1,4,3,5
85001W85NKW4S1Q,273,272,3,67,3,1,3,5
85001W85NMDM5YB,94,95,4,34,2,1,3,4
85001W85NMMCBV9,1452,724,3,14,1,2,1,3
85001W85NN377DU,741,246,2,224,1,1,3,3
85001W85NNGEH74,158,79,2,87,1,1,1,2
85001W85NNT24PV,70,18,3,67,4,2,3,3
85001W85NQ16FRH,852,171,4,4,1,1,3,3
85001W85NR7ZHGW,604,301,4,299,1,4,3,3
85001W85NSNZX9W,226,57,3,44,3,1,3,2
85001W85NSV6VJX,1371,456,2,224,2,1,3,2
85001W85NW8WHVW,372,186,2,500,1,4,3,5
85001W85NWZPSB1,188,94,3,112,4,1,2,4
85001W85NXEHGK4,134,133,2,44,4,1,4,4
85001W85NXQ5WW3,948,472,2,87,3,4,3,1
85001W85NYE69KP,757,380,3,224,3,1,2,2
85001W85NZ299ED,361,181,2,67,2,4,3,4
85001W85NZ6FAN5,244,122,4,137,1,1,4,4
85001W85NZU8WMZ,291,98,2,4,2,1,1,5
85001W85P1B77WF,572,574,4,67,2,4,4,3
85001W85P1QNRU9,190,190,2,24,3,4,3,2
85001W85P3CSHFZ,109,109,2,112,1,4,2,4
85001W85P41TJGG,70,18,3,299,2,1,4,3
85001W85P5GQKXY,75,75,3,112,3,4,3,2
85001W85P7RCNB6,74,74,4,14,1,1,3,2
85001W85P86D3QU,290,144,2,137,2,1,2,4
85001W85P9D9QPX,70,35,2,137,3,4,3,4
85001W85PA6232H,420,422,4,137,2,2,4,2
85001W85PD5FAAM,260,87,3,224,3,2,3,2
85001W85PDKVNC7,969,483,1,54,1,2,3,3
85001W85PFT8BPJ,70,70,2,24,3,4,3,3
85001W85PFYEWD7,134,44,3,137,3,4,3,4
85001W85PH2RES9,1097,551,3,137,3,1,3,1
85001W85PH889FP,70,36,4,87,2,4,3,3
85001W85PHBVS8H,498,248,3,424,4,2,4,2
85001W85PHWQ29U,353,352,3,4,2,1,4,4
85001W85PJAVWZ5,923,309,4,14,1,4,3,5
85001W85PM5W484,272,135,4,87,3,4,3,5
85001W85PP6SM7C,539,538,2,174,1,4,4,5
85001W85PQ9KSQP,116,116,3,67,1,1,4,3
85001W85PQW9HVF,115,39,1,112,2,1,3,3
85001W85PRB3WCJ,355,179,3,112,3,1,3,3
85001W85PRGNW28,367,122,3,137,2,4,3,2
85001W85PSN37GZ,286,48,4,174,2,4,3,2
85001W85PTK5FQ7,287,47,3,137,4,1,2,3
85001W85PUC9345,430,143,4,24,3,4,3,4
85001W85PVGCET4,1020,509,3,112,4,4,2,5
85001W85PWU3X4J,76,76,2,87,3,1,3,4
85001W85PY4AT7H,898,451,3,34,3,2,2,3
85001W85PY5MKAG,237,120,3,87,2,1,2,5
85001W85PYQK8QR,70,70,1,112,3,1,3,5
85001W85PZE27E6,267,133,2,137,3,4,4,3
85001W85PZNPHH5,1448,481,2,137,2,1,4,3
85001W85Q1S399D,437,218,3,137,3,1,1,3
85001W85Q2HY9WK,130,65,3,34,1,4,1,2
85001W85Q2V8893,70,70,4,4,4,1,4,5
85001W85Q3GFUKF,112,55,3,112,4,1,2,4
85001W85Q58TFGJ,126,63,3,87,2,4,2,1
85001W85Q5KRVQS,121,30,1,424,2,2,2,5
85001W85Q6NT4MB,299,298,3,112,2,4,3,1
85001W85Q6XRVWB,733,369,4,174,3,2,4,2
85001W85Q6XUFUU,109,55,4,424,1,1,3,3
85001W85Q7RGTK5,183,183,2,112,2,1,3,4
85001W85Q7VHB8S,364,182,4,112,3,4,3,3
85001W85Q8FQHAM,459,229,3,174,4,1,3,4
85001W85Q8SBFDF,534,268,3,87,1,2,2,3
85001W85Q9EU3FY,288,144,2,4,2,4,3,3
85001W85Q9NTRUF,211,106,2,4,2,4,3,4
85001W85QA74CK2,638,161,1,424,3,4,3,3
85001W85QB1YJUP,346,69,2,299,4,4,1,1
85001W85QBAFH2C,309,310,2,44,3,2,2,3
85001W85QCGE9UX,221,111,4,299,3,4,3,2
85001W85QE3NGVA,121,121,2,67,2,4,2,2
85001W85QET8QAD,503,84,3,34,3,1,4,4
85001W85QF448QA,365,91,4,137,1,1,4,3
85001W85QHSHF2K,179,90,2,137,2,4,3,3
85001W85QJ8W575,113,57,2,4,2,1,1,3
85001W85QP98J5T,110,111,3,34,3,4,2,1
85001W85QPM1H6T,78,39,3,87,1,2,2,3
85001W85QR2EBQ8,168,168,3,87,3,1,1,3
85001W85QUF2DNR,121,121,2,14,4,4,2,3
85001W85QURE3H4,102,20,3,112,2,2,2,1
85001W85QV964RD,70,70,3,34,4,4,4,3
85001W85QW1KAQF,414,207,3,299,2,2,3,3
85001W85QXPW98Q,195,195,2,14,2,2,3,2
85001W85QZW84BN,238,79,4,424,3,4,3,3
85001W85R24D2VG,107,108,3,137,1,1,1,3
85001W85R5U9383,70,23,2,4,2,4,3,3
85001W85R5X1NQQ,1616,538,3,112,2,1,1,5
85001W85R772M2Q,107,107,2,87,2,1,4,5
85001W85R7VYA1P,227,76,1,44,2,1,3,3
85001W85R8YRUXD,234,117,1,174,2,4,4,2
85001W85RC2H37K,764,380,4,224,1,1,3,3
85001W85RDF449Q,339,114,2,112,1,1,2,3
85001W85RE2CZ7U,335,334,2,67,4,4,2,4
85001W85RERZ3UW,108,108,3,24,2,2,3,2
85001W85RF92YH2,611,305,1,299,3,4,3,4
85001W85RFU5YQ5,70,70,1,4,1,4,1,4
85001W85RFXW7AE,218,219,2,87,3,1,3,2
85001W85RGRM8CR,659,662,1,299,3,1,1,5
85001W85RH4X817,126,33,3,67,3,4,3,2
85001W85RH7FKZN,70,23,2,87,2,1,4,4
85001W85RHKP7E6,138,69,4,14,1,1,3,2
85001W85RHYF5MV,560,280,3,299,3,1,3,5
85001W85RKQYY7W,1105,222,1,174,3,1,2,2
85001W85RN4EB8P,1529,768,4,174,1,1,4,4
85001W85RNA2TXR,70,35,2,87,3,4,3,3
85001W85RNJQUJ4,305,103,3,137,2,1,3,3
85001W85RQZ8HSZ,225,114,3,67,3,1,4,3
85001W85RTHP2D3,155,78,2,67,3,4,3,3
85001W85RU8CX2A,96,32,4,500,1,4,4,1
85001W85RUW48MK,309,310,4,112,4,4,3,3
85001W85RX5XZU6,2818,708,3,112,2,4,2,1
85001W85RZKHWP9,588,591,2,44,3,4,2,4
85001W85S2EPCN9,74,37,2,67,3,4,4,3
85001W85S2SYKT2,536,269,1,224,3,1,1,5
85001W85S3UN43S,278,93,4,174,3,4,4,5
85001W85S57Q2R7,297,296,3,87,3,4,3,4
85001W85S5K2H27,316,315,3,44,3,2,3,5
85001W85S5VB1DS,70,23,1,14,3,4,3,3
85001W85S5Y2UFX,143,72,1,54,3,1,4,3
85001W85S7XSJ7C,207,51,3,224,2,4,3,3
85001W85S87WNBE,77,77,2,87,4,4,2,3
85001W85S9GPM7G,524,527,4,174,4,4,4,3
85001W85S9N7XFK,205,206,1,44,1,1,3,1
85001W85SCGNHG5,531,178,3,87,4,2,3,4
85001W85SE3UUCK,489,491,1,67,2,1,2,5
85001W85SF2Q9J9,145,73,4,224,1,4,4,5
85001W85SFKXNF9,98,48,1,54,1,4,3,3
85001W85SG2PMVT,246,82,3,137,2,4,3,4
85001W85SG4SWQN,192,64,1,87,3,2,3,1
85001W85SKRCW31,300,299,3,24,2,1,3,5
85001W85SM4WXUF,463,233,4,174,3,2,4,2
85001W85SR5KY3R,70,35,2,87,3,4,3,3
85001W85SRG9KKJ,291,145,4,54,3,1,2,3
85001W85STHFJT9,70,35,3,424,3,4,2,2
85001W85SUZCX4T,623,313,2,87,2,4,3,3
85001W85SV6H5VN,70,35,2,34,2,1,3,5
85001W85SV75T2S,272,135,4,174,3,1,3,4
85001W85SWP2NG8,1341,446,3,87,3,4,2,2
85001W85SWW64BA,236,59,2,500,3,2,3,4
85001W85SYY5B85,184,92,2,54,4,4,2,3
85001W85T1NJAQ6,483,241,2,174,2,1,3,3
85001W85T225DZJ,93,47,3,112,2,2,4,3
85001W85T4CXV8B,70,36,4,4,4,1,4,5
85001W85T5WRWU2,175,175,2,54,2,2,3,2
85001W85T6CC56P,109,54,3,54,3,2,2,5
85001W85T71NGET,578,576,4,137,4,1,4,5
85001W85T724RXJ,247,125,3,299,4,4,3,3
85001W85T7M6SRZ,92,45,3,87,3,4,3,3
85001W85T9AMRVU,175,43,3,67,3,4,4,3
85001W85TAS5AJV,70,70,1,4,3,4,3,1
85001W85TBK425P,140,46,3,174,3,1,3,3
85001W85TF1ZGX3,133,133,3,4,2,4,3,1
85001W85TG6EDWA,70,35,4,67,2,4,4,3
85001W85TJ97U1D,133,67,3,87,3,2,2,2
85001W85TK287X6,123,62,1,112,3,1,4,3
85001W85TPY841K,1904,478,3,137,1,1,3,3
85001W85TQ2TS6T,70,35,4,137,4,4,3,2
85001W85TRKD4H8,973,489,3,4,1,4,3,5
85001W85TS7M5N4,413,207,2,299,2,4,3,3
85001W85TSWAKH3,167,84,3,174,3,4,2,3
85001W85TT33837,138,137,3,137,4,1,3,3
85001W85TTV6UDD,229,115,3,299,3,1,3,3
85001W85TTXJ1U4,318,64,3,174,4,2,4,1
85001W85TUCM71T,1059,266,4,67,1,1,3,3
85001W85TX8UGGD,1634,819,4,14,3,4,4,4
85001W85TXDB6DS,242,122,2,87,2,4,3,2
85001W85TY2S2DP,342,172,4,174,4,4,3,2
85001W85U1RWXH6,166,83,3,137,3,1,3,4
85001W85U33QNSH,136,68,2,224,2,4,3,4
85001W85U3JJ7HN,209,51,1,137,2,1,3,1
85001W85U56EZMA,154,77,4,137,1,4,3,5
85001W85U5893SP,203,102,2,299,1,1,3,4
85001W85U58HACY,70,23,2,87,2,4,4,3
85001W85U5YKTFS,91,30,3,24,2,1,3,3
85001W85U7MMAZA,278,138,4,174,3,4,4,1
85001W85U7THZG1,483,241,2,174,2,1,3,2
85001W85U8Z8CEZ,112,28,2,424,3,2,3,4
85001W85UC2C48H,110,37,2,34,3,1,4,3
85001W85UF5DQ8B,439,441,2,4,3,4,2,3
85001W85UG33UY9,808,406,1,87,3,2,3,5
85001W85UGSX7HJ,82,42,1,67,1,4,3,1
85001W85UJES9U9,185,94,2,299,3,1,3,5
85001W85UM592R9,501,250,3,224,2,1,4,5
85001W85UMFZ8MG,160,40,2,54,3,4,4,3
